intitule_poste,ville,date_publication,mois,contrat,entreprise,source,secteur,competences,experience,exp_min,exp_max
Assistante administrative Bilingue (Français-Anglais),Dakar,2025-02-10,2025-02-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,3,3.0,3.0
Cherche serveuse ponctuel soir,Dakar,2025-02-10,2025-02-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Senior law enforcement officer,Dakar,2025-02-06,2025-02-01,CDD,GIABA,goafricaonline.com,Administration & Services publics,,Non spécifié,,
2 Business Developer,Dakar,2025-02-06,2025-02-01,CDD,GRAVUPUB,goafricaonline.com,Marketing & Communication,"vente, marketing",8,8.0,8.0
3 commerciaux produits,Dakar,2025-02-06,2025-02-01,CDD,GRAVUPUB,goafricaonline.com,Marketing & Communication,"vente, marketing",3,3.0,3.0
Juriste sénior,Dakar,2025-02-06,2025-02-01,CDI,BAOBAB SENEGAL,goafricaonline.com,"Finance, Banque & Comptabilité",gestion de projet,Non spécifié,,
Responsable commercial IT,Dakar,2025-02-06,2025-02-01,CDD,INTERNATIONAL STAFFING COMPANY,goafricaonline.com,RH & Recrutement,"communication, vente",Non spécifié,,
Agent logistique,Dakar,2025-02-06,2025-02-01,CDD,URBAN CARS SENEGAL,goafricaonline.com,Transport & Logistique,"vente, communication, data analyse, logistique",2,2.0,2.0
Soutien administratif aux récompenses,Dakar,2025-02-06,2025-02-01,CDD/CDI/Stage,MSF ENGENHARIA SA,goafricaonline.com,BTP & Industrie,"communication, programmation, rh, gestion de projet",Non spécifié,,
Responsable des systèmes d’information,Dakar,2025-02-06,2025-02-01,CDD,Cetud (Conseil Excecutif Des Transports Urbains De Dakar),goafricaonline.com,Transport & Logistique,logistique,Non spécifié,,
Programme Associate,Dakar,2025-02-06,2025-02-01,CDD,UNICEF,goafricaonline.com,ONG & Humanitaire,gestion de projet,Non spécifié,,
Chef d’agence,Dakar,2025-02-06,2025-02-01,CDD,Banque Islamique Du Senegal-Bis,goafricaonline.com,"Finance, Banque & Comptabilité","finance, vente",Non spécifié,,
Chargé des opérations internationales,Dakar,2025-02-06,2025-02-01,CDD,Banque Islamique Du Senegal-Bis,goafricaonline.com,"Finance, Banque & Comptabilité",finance,0-8,0.0,8.0
Ingénieur développeur d’applications,Dakar,2025-02-06,2025-02-01,CDD,Banque Islamique Du Senegal-Bis,goafricaonline.com,"Finance, Banque & Comptabilité","programmation, gestion de projet",3-5,3.0,5.0
Développeur,Dakar,2025-02-06,2025-02-01,CDD,Banque Islamique Du Senegal-Bis,goafricaonline.com,"Finance, Banque & Comptabilité",programmation,2,2.0,2.0
Director of Engineering,Dakar,2025-02-06,2025-02-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",10,10.0,10.0
Responsable du bureau de gestion de projets et de l'information et de la collaboration numériques,Dakar,2025-02-06,2025-02-01,Non spécifié,MSF SARL SENEGAL,goafricaonline.com,Santé & Bien-être,"communication, programmation, data analyse, rh, gestion de projet",7,7.0,7.0
Graphiste Sport,Dakar,2025-02-06,2025-02-01,Non spécifié,CANAL + SENEGAL,goafricaonline.com,Marketing & Communication,"communication, marketing",4-7,4.0,7.0
Consultant(e) en Genre et Education (Project Women in Learning Leadership),Dakar,2025-02-06,2025-02-01,CDD,"Unesco (Organisation Des Nations Unies Pour L'Education, La Science Et La Culture)",goafricaonline.com,ONG & Humanitaire,"gestion de projet, data analyse",Non spécifié,,
Chargé.e de programme Agriculture et Alimentation Durables,Dakar,2025-02-06,2025-02-01,CDD,Grdr (Groupe De Recherche Et De Realisations Pour Le Developpement Rural),goafricaonline.com,ONG & Humanitaire,"communication, finance, programmation, gestion de projet, data analyse",3,3.0,3.0
"Chef de produit mondial, services financiers",Dakar,2025-02-06,2025-02-01,CDD,Wvi (World Vision International),goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
3 chefs de produits,Dakar,2025-02-06,2025-02-01,CDD,GRAVUPUB,goafricaonline.com,Marketing & Communication,"vente, marketing",5,5.0,5.0
Responsable d’études réseaux MT/BT,Dakar,2025-02-06,2025-02-01,Non spécifié,SAGEMCOM SENEGAL,goafricaonline.com,Marketing & Communication,gestion de projet,Non spécifié,,
Conducteur polyvalent,Dakar,2025-02-06,2025-02-01,CDD,DANGOTE INDUSTRIES SENEGAL,goafricaonline.com,BTP & Industrie,"vente, finance, communication, data analyse, rh, logistique, santé, gestion de projet",2,2.0,2.0
Administrateur de cours (LnD),Dakar,2025-02-06,2025-02-01,CDD,CICR,goafricaonline.com,ONG & Humanitaire,logistique,Non spécifié,,
Responsable des partenariats avec les personnes de soutien,Dakar,2025-02-06,2025-02-01,CDD,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité",finance,Non spécifié,,
Agents de prospection commerciale,Dakar,2025-02-06,2025-02-01,CDD,PREPRO SAS,goafricaonline.com,Transport & Logistique,"marketing, vente, communication",Non spécifié,,
Superviseur de pharmacie,Dakar,2025-02-06,2025-02-01,Non spécifié,MSF SARL SENEGAL,goafricaonline.com,Santé & Bien-être,"communication, data analyse, rh, santé, logistique, gestion de projet",3,3.0,3.0
Psychologue,Dakar,2025-02-06,2025-02-01,Non spécifié,MSF SARL SENEGAL,goafricaonline.com,Santé & Bien-être,"communication, programmation, rh, santé, data analyse, gestion de projet",2,2.0,2.0
Médecin,Dakar,2025-02-06,2025-02-01,Non spécifié,MSF SARL SENEGAL,goafricaonline.com,Santé & Bien-être,"communication, data analyse, programmation, rh, santé, logistique, gestion de projet",2,2.0,2.0
Responsable régional du support,Dakar,2025-02-06,2025-02-01,CDD,Gpf recrutement,goafricaonline.com,RH & Recrutement,"communication, gestion de projet",10,10.0,10.0
Assistant Administratif et Financier,Dakar,2025-02-06,2025-02-01,CDD,FALEN SOLUTION,goafricaonline.com,BTP & Industrie,"vente, marketing, logistique",7,7.0,7.0
Responsable Site de Production,Dakar,2025-02-06,2025-02-01,CDD,FALEN SOLUTION,goafricaonline.com,BTP & Industrie,"data analyse, logistique",5,5.0,5.0
Agronome,Dakar,2025-02-06,2025-02-01,CDD,FALEN SOLUTION,goafricaonline.com,BTP & Industrie,"logistique, gestion de projet",5,5.0,5.0
Développeur web,Dakar,2025-02-06,2025-02-01,CDD,PREPRO SAS,goafricaonline.com,Transport & Logistique,"vente, marketing, programmation, gestion de projet",Non spécifié,,
Responsable Commercial Distribution,Dakar,2025-02-06,2025-02-01,CDD,ELITE RH,goafricaonline.com,RH & Recrutement,vente,Non spécifié,,
Téléconseillers en prise de rendez-vous B to B,Dakar,2025-02-06,2025-02-01,CDD,PAUL & JOSE,goafricaonline.com,Marketing & Communication,vente,4,4.0,4.0
Agent de santé mentale,Dakar,2025-02-06,2025-02-01,CDD/CDI/Stage,Msf (Moniz Da Maia Serra & Fortunato Empreiteiro),goafricaonline.com,BTP & Industrie,"communication, programmation, data analyse, rh, santé, logistique, gestion de projet",2-3,2.0,3.0
Travailleur social,Dakar,2025-02-06,2025-02-01,CDD/CDI/Stage,Msf (Moniz Da Maia Serra & Fortunato Empreiteiro),goafricaonline.com,BTP & Industrie,"communication, programmation, data analyse, rh, santé, logistique, gestion de projet",2-3,2.0,3.0
Infirmier,Dakar,2025-02-06,2025-02-01,CDD/CDI/Stage,Msf (Moniz Da Maia Serra & Fortunato Empreiteiro),goafricaonline.com,BTP & Industrie,"communication, programmation, data analyse, rh, santé, logistique, gestion de projet",2,2.0,2.0
Superviseur Contrôle Qualité,Dakar,2025-02-06,2025-02-01,CDD,SUNDA INTERNATIONAL,goafricaonline.com,BTP & Industrie,communication,3,3.0,3.0
Commerciaux,Dakar,2025-02-06,2025-02-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","finance, vente, communication, rh",2,2.0,2.0
HR Business Partner,Dakar,2025-02-06,2025-02-01,Non spécifié,DELOITTE SENEGAL,goafricaonline.com,Technologie & Informatique,"data analyse, rh",Non spécifié,,
Coordonnatrice des programmes,Dakar,2025-02-06,2025-02-01,CDD,HUMAN APPEAL INTER.,goafricaonline.com,ONG & Humanitaire,gestion de projet,Non spécifié,,
RAF: Responsable Comptabilité et Administration,Non spécifié,2025-02-03,2025-02-01,CDD,Responsable administratif,goafricaonline.com,Non spécifié,"finance, rh, gestion de projet",Non spécifié,,
Architecte,Dakar,2025-02-03,2025-02-01,CDD,NOMADAW SARL,goafricaonline.com,BTP & Industrie,"communication, gestion de projet",Non spécifié,,
Coordinateur de projet,Bignona,2025-02-03,2025-02-01,CDD,NOMADAW SARL,goafricaonline.com,BTP & Industrie,"gestion de projet, communication, finance",Non spécifié,,
Technicien d’intervention client,Dakar,2025-01-30,2025-01-01,CDD,Gbg (Global Business Group),goafricaonline.com,"Finance, Banque & Comptabilité",,Non spécifié,,
Planner Instrumentation,Dakar,2025-01-30,2025-01-01,CDI,VINCI ENERGIES,goafricaonline.com,Energie & Environnement,gestion de projet,Non spécifié,,
Pointeur,Dakar,2025-01-30,2025-01-01,Non spécifié,CMA CGM SENEGAL,goafricaonline.com,Transport & Logistique,logistique,2,2.0,2.0
Coordonnateur de terrain,Thiès,2025-01-30,2025-01-01,CDD,SAMA MBEY,goafricaonline.com,ONG & Humanitaire,"vente, finance, data analyse, rh",Non spécifié,,
Commercial Conseiller en financement,Dakar,2025-01-30,2025-01-01,CDD,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,"finance, vente",Non spécifié,,
Chef de département Marketing et Communication,Dakar,2025-01-30,2025-01-01,CDD,SIAGRO KIRENE,goafricaonline.com,Agriculture & Agroalimentaire,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",5,5.0,5.0
Commerciale en boutique et créatrice de contenu,Dakar,2025-01-30,2025-01-01,CDD,BELLISSIMA BAG,goafricaonline.com,Non spécifié,"vente, marketing, communication",Non spécifié,,
Agent de prospection,Dakar,2025-01-30,2025-01-01,CDD,PREPRO SAS,goafricaonline.com,Transport & Logistique,"vente, marketing, communication",Non spécifié,,
Solution Architect – Back Office,Dakar,2025-01-30,2025-01-01,CDI,BAOBAB SENEGAL,goafricaonline.com,"Finance, Banque & Comptabilité","communication, gestion de projet",Non spécifié,,
Agent Logistique (H/F),Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,logistique,Non spécifié,,
Oukamcité avion Cuisine ménage 15jours décente,Dakar,,,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
15 jour Nounou Polyvante,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,3,3.0,3.0
Commercial,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,"vente, marketing, logistique",Non spécifié,,
Chauffeurs,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Livreur en moto,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Nounou polyvalente almadie,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,12,12.0,12.0
Cherche une personne pour faire des lives sur Tiktok,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Informaticien développeur,Dakar,2025-01-30,2025-01-01,CDD,Agence Nationale de la Statistique et de la Démographie-ANSD,goafricaonline.com,Administration & Services publics,"programmation, gestion de projet, data analyse",Non spécifié,,
Statisticien sénior,Dakar,2025-01-30,2025-01-01,CDD,Agence Nationale de la Statistique et de la Démographie-ANSD,goafricaonline.com,Administration & Services publics,"data analyse, gestion de projet",Non spécifié,,
Chef d’équipe,Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,,4,4.0,4.0
04 Opérateurs,Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,,2,2.0,2.0
SmartfleetDX Manager,Dakar,2025-01-30,2025-01-01,CDD,BIA DAKAR,goafricaonline.com,BTP & Industrie,"vente, finance, logistique, gestion de projet",5-7,5.0,7.0
Chef d’agence,Dakar,2025-01-30,2025-01-01,CDD,PROFIL SENEGAL,goafricaonline.com,RH & Recrutement,,Non spécifié,,
Ingénieur Support Technique,Dakar,2025-01-30,2025-01-01,CDD,PROFIL SENEGAL,goafricaonline.com,RH & Recrutement,finance,Non spécifié,,
Responsable de la gestion du bureau,Dakar,2025-01-30,2025-01-01,CDD,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité",finance,Non spécifié,,
Partenaire principal en personnel,Dakar,2025-01-30,2025-01-01,CDD,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité",finance,Non spécifié,,
Mécanicien (petit engin),Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Plombier,Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Topographe géomètre,Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Magasinier,Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Chef d’équipe (VRD),Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
(3) Chauffeurs (petits engins),Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Responsable RH,Dakar,2025-01-30,2025-01-01,CDD,PROFIL SENEGAL,goafricaonline.com,RH & Recrutement,"rh, finance",Non spécifié,,
Gestionnaire de paie,Dakar,2025-01-30,2025-01-01,CDD,WAVE,goafricaonline.com,"Finance, Banque & Comptabilité",finance,Non spécifié,,
(08) Manœuvres jardins,Dakar,2025-01-30,2025-01-01,CDD,SERVTEC Sénégal,goafricaonline.com,RH & Recrutement,"marketing, vente, finance, communication, data analyse, programmation, rh, santé, gestion de projet",3,3.0,3.0
Juriste,Dakar,2025-01-30,2025-01-01,CDD,PROFIL SENEGAL,goafricaonline.com,RH & Recrutement,finance,5,5.0,5.0
Chargé d’affaires,Dakar,2025-01-30,2025-01-01,CDD,PROFIL SENEGAL,goafricaonline.com,RH & Recrutement,"vente, finance",Non spécifié,,
Applications Developer,Dakar,2025-01-30,2025-01-01,CDI,BAOBAB SENEGAL,goafricaonline.com,"Finance, Banque & Comptabilité","data analyse, programmation",Non spécifié,,
Contrôleur de livraison et sécurité,Dakar,2025-01-30,2025-01-01,Stage,TOTAL ENERGIES,goafricaonline.com,Transport & Logistique,"marketing, vente, finance, communication, programmation, data analyse, logistique, gestion de projet",2,2.0,2.0
Soutien administratif aux récompenses,Dakar,2025-01-30,2025-01-01,Non spécifié,MSF SARL SENEGAL,goafricaonline.com,Santé & Bien-être,"communication, programmation, rh, gestion de projet",Non spécifié,,
Stagiaire Assistant Comptable,Dakar,2025-01-30,2025-01-01,Non spécifié,Auf / Agence Universitaire De La Francophonie,goafricaonline.com,"Finance, Banque & Comptabilité","marketing, finance, programmation, communication, data analyse, rh, logistique, gestion de projet",2,2.0,2.0
DME Assistant Stagiaire Thrive,Dakar,2025-01-30,2025-01-01,CDD,Wvi (World Vision International),goafricaonline.com,ONG & Humanitaire,"gestion de projet, visualisation de données",Non spécifié,,
Stagiaire Supply chain,Dakar,2025-01-30,2025-01-01,CDD,Wvi (World Vision International),goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Conseiller régional.e Sécurité et Sureté,Dakar,2025-01-30,2025-01-01,CDD,Terre Des Hommes Lausanne,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Nutrition Specialist,Dakar,2025-01-30,2025-01-01,CDD,UNICEF,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Chargé de soutien pharmaceutique,Dakar,2025-01-30,2025-01-01,Non spécifié,MSF SARL SENEGAL,goafricaonline.com,Santé & Bien-être,"data analyse, santé, logistique, gestion de projet",2,2.0,2.0
jardinier mermoz,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Almadie 2 sédima Nounou - Ménage - Cuisine,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Téléprospecteurs/trices confirmé(e)s,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,"vente, finance, rh",Non spécifié,,
Caissière,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Agent commercial,Dakar,2025-01-30,2025-01-01,CDD,EXPAT-DAKAR.COM,goafricaonline.com,Commerce & Vente,vente,Non spécifié,,
Chargé des Ressources Humaines,Non spécifié,,,CDD,Anpe (Agence Nationale Pour L'Emploi),goafricaonline.com,Non spécifié,"finance, vente, communication, data analyse, rh, logistique, gestion de projet",2,2.0,2.0
02 Informaticiens développeurs,Dakar,2025-01-25,2025-01-01,CDI,Agence Nationale De La Statistique Et De La Demographie - Ansd,goafricaonline.com,Administration & Services publics,"marketing, programmation, communication, finance, data analyse, rh, santé, gestion de projet",2,2.0,2.0
Statisticien sénior,Dakar,2025-01-25,2025-01-01,CDI,Agence Nationale De La Statistique Et De La Demographie - Ansd,goafricaonline.com,Administration & Services publics,"marketing, programmation, communication, finance, data analyse, rh, santé, gestion de projet",3,3.0,3.0
Air Operation Agent,Dakar,2025-01-25,2025-01-01,CDD,Dhl,goafricaonline.com,Administration & Services publics,data analyse,Non spécifié,,
Responsable des opérations du bâtiment,Dakar,2025-01-25,2025-01-01,CDD,Phoenix Consulting Group Sn,goafricaonline.com,RH & Recrutement,santé,Non spécifié,,
Responsable Commercial,Dakar,2025-01-24,2025-01-01,CDD,RMO,goafricaonline.com,RH & Recrutement,"marketing, vente, communication, gestion de projet",5,5.0,5.0
Administrateur des ventes,Dakar,2025-01-24,2025-01-01,CDD,DANGOTE INDUSTRIES SENEGAL,goafricaonline.com,BTP & Industrie,"vente, finance, communication, data analyse, rh, logistique, santé, gestion de projet",2,2.0,2.0
IT Officer,Dakar,2025-01-24,2025-01-01,CDD,DANGOTE INDUSTRIES SENEGAL,goafricaonline.com,BTP & Industrie,"vente, finance, communication, data analyse, rh, logistique, santé, gestion de projet",4,4.0,4.0
Statisticien ou économiste du commerce international,Dakar,2025-01-24,2025-01-01,CDD,United Nations Office For West Africa - Unowa,goafricaonline.com,ONG & Humanitaire,"gestion de projet, programmation",Non spécifié,,
